Paivamaara,Kohdenumero,Kaupunki,Kaupunginosa,Osoite,Kunto,Asumistyyppi,Uudiskohde,Tontin_omistus,Vuokratontin_lunastusosuus,Velaton_hinta,Yhtiovastike,Hoitovastike,Rahoitusvastike,Tontin_vuokravastike,Asuinpinta_ala,Huoneita,Kerros,Korkein_kerros,Parveke,Sauna,Ranta,Rakennusvuosi,Energialuokka,Huoneistojen_lukumaara,Tulevat_remontit,Tehdyt_remontit,Latitude,Longitude,Coordinates,TravelTime
2023-03-02,21097051.0,Espoo,Matinkylä,"Matinpuronkuja 2 F, 02230 Espoo",Hyvä,Omistus,Ei,Oma,,342000.0,,207.0,885.5,,57.5,2.0,1.0,6.0,Kyllä,,Ei rantaa,2015.0,C2013,60.0,Ei tiedossa huomattavia korjaushankkeita lähivuosina. Vuosittain tehdään normaalit käyttöön ja huoltoon liittyvät huoltokorjaukset. ,TALOYHTIÖSSÄ: Taloyhtiö on valmistunut vuonna 2015. ,60.162201,24.754425,"60.162201, 24.754425",36.0
2023-03-02,65990.0,Espoo,Niittykumpu,"Niittytaival 5 A, 02200 Espoo",Hyvä,Omistus,Ei,Oma,,354000.0,184.0,184.0,,,46.0,2.0,16.0,16.0,Kyllä,,,2020.0,A2018,,"Rakennus on valmistunut 2020 yhtiöllä ei ole normaalin vuosittaisen kunnossapidon lisäksi sellaisia tarpeita yhtiön rakennusten ja kiinteistön kunnossapitoon yhtiökokousta seuraavien viiden vuoden aikana, jotka vaikuttaisivat olennaisesti osakehuoneistojen käyttämiseen, yhtiövastikkeeseen tai muihin osakehuoneiston käytöstä aiheutuviin kustannuksiin.",,60.170337,24.773022,"60.170337, 24.773022",33.0
2023-03-02,1339589.0,Helsinki,Lassila,"Leiviskätie 13, 00440 Helsinki",Tyydyttävä,Omistus,Ei,Oma,,188000.0,230.0,230.0,,,50.0,2.0,1.0,5.0,Kyllä,Ei,,1984.0,D2007,30.0,"Hallituksen kunnossapitotarveselvitys v. 2022-2026:

Vesipiste- ja kph-tarkastus (tehty 2019), putkien kuntotutkimus 2022-2023, julkisivujen paikkakorjaus ja hankesuunnittelu, tarvittaesssa kuntotutkimuksen käyn. 2022-2023, porrastasanteiden laattojen uusiminen 2023-2024, kiinteistötekninen saneeraussuunnittelu n. 2025, lisäksi kiinteistön vuosihuoltokorjauksia vuosittain ja saunaosaston kunnostaminen, joka osittain jo tehty 2022-2026.","Lisäautopaikat- 92, 10-v.tarkastus -93, parvekelas. -93, lämmönsiirtimet -94, puuosien maal. -92-94, ilmanvaihtohormit -94, löylyh.kunnostus -95, pihan asfaltointi -95, B-portaan ilmanvaihto -97, parvekkeiden betoni-ja puuosien maal. -98, katto tark. -99, kylpyhuoneiden vesier. -00, päätyjen ja itäsivun puuosien maal. -01, ilmanvaihtohorm. -03, lämmönsiirtimet uusittu -04, porrashuoneiden maalaus, korjausohjelman päivitys kuntokatselmuksella, hissien kuntotutkimus -06, asuntojen märkätilojen kuntotarkastus ja kosteusmittaus -07, yleisiä korjauksia mm. lämminvesianturin ja pumpun korjaus -08, tarpeellisia ikä-ja vahinkokorjauksia -09, betonielementtien julkisivusaumaukset uusittiin -10, tarpeellisia vikakorjauksia ja korjattu A-portaan lämminvesivuoto -11, lämmityksen perussäätö sisältäen patteriventtiilien ja linjasäätöventtiilien uusiminen -12, kiinteistön lukituksen uusiminen, vesikaton ja parvekkeiden kuntotutkimus -14, parveke- ja vesikattourakka -16, vuosihuoltokorjauksia -17,rännivesien ohjausurakka -18, normaaleja huoltokorjauksia 2019-2021.",60.230798,24.87965,"60.230798, 24.87965",20.0
2023-03-02,1340127.0,Vantaa,Kaivoksela,"Aapraminkaari 5, 01610 Vantaa",Hyvä,Omistus,Ei,Valinnainen vuokratontti,15000.0,198500.0,154.8,154.8,,64.5,43.0,2.0,1.0,2.0,,Kyllä,,2017.0,C2013,23.0,"Hallitus katsoo, ettei yhtiöllä ole normaalin vuosittaisen kunnossapidon lisäksi muita sellaisia tarpeita yhtiön rakennusten ja kiinteistön kunnossapitoon v. 2020-2024, jotka vaikuttaisivat olennaisesti osakehuoneiston käyttämiseen, yhtiövastikkeeseen tai muihin osakehuoneiston käytöstä aiheutuviin kustannuksiin.",,60.256478,24.864576,"60.256478, 24.864576",39.0
2023-03-02,20915683.0,Helsinki,Kallio,"Siltasaarenkatu 26, 00530 Helsinki",Hyvä,Omistus,Ei,Oma,,319000.0,187.92,170.1,,,40.5,2.0,7.0,8.0,,,,1960.0,F2013 voimassa 3.2.2015-2.2.2025,113.0,"Sähköjärjestelmien saneeraus 2022-2023. (käynnissä)
Lämmönsiirtimen kunnon tarkistaminen ja tarvittaessa uusiminen
Vesikaton kunnon seuranta ja tarvittaessa uusiminen.
Lukoston uusiminen","TALOYHTIÖSSÄ: Julkisivukorjaus 1999. 
Vesi- ja viemäriputkisto 2002. 
Rappukäytävien maalaus 2003. 
Parvekesaneeraus ja vesirännien sähköistys, liiketilan ja rappujen sisäänkäyntien ja katosten peltikatteen uusiminen 2007. 
Sisäpihaparvekkeiden lasitus 2009. 
Vesikaton maalaus 2010.
Jätehuone 2011. 
Pyöräkellarin kosteusvauriokorjaukset, saunan paneloinnin ja lauteiden uusiminen ja ullakon ikkunoiden ja rappukäytävien yläikkunoiden kunnostaminen 2012. 
Patteriventtiilien /termostaattien uusinta sekä lämpöjohtoverkoston tasapainotus 2013. 
Ullakkorakentamisen alustava hankeselvitys ja ilmanvaihtokanavien puhdistustyö 2014. 
Hissit uusittu (Kone Oy) 2015. 
Lämmönjakokeskuksen hälytysjärjestelmän uusiminen 2016. 
Pihan tukimuurin ja asfaltin korjausurakka ja perusvesipumppaamon uusiminen 2017. 
Ulko-ovien tukimuurin peruskorjaus ja Siltasaarenkadun puolen sokkelin eristyksen huoltokorjaus 2018. 
Väestönsuojan tiivistystyöt ja varusteiden uusiminen 2019-2020.
Viheralueiden kunnostuksia 2020
Sähköjärjestelmien suunnittelu ja kartoitus 2021
Takapihan ulko-ovien uusiminen 2021",60.182857,24.949259,"60.182857, 24.949259",13.0
2023-03-02,20583437.0,Helsinki,Merihaka,"Haapaniemenkatu 16 A, 00530 Helsinki",Tyydyttävä,Omistus,Ei,Oma,,219000.0,218.09,207.7,10.39,,33.5,1.0,4.0,14.0,Kyllä,,,1974.0,E2018 E2018,462.0,"- Julkisivukorjauksia, K2 ja K3 kerrosten julkisivujen pinnoitus
- Parvekeseinien ja ovien kunnostus
- K1 ikkunarakenteen huolto
- Kuntotarkastus
- Märkätilojen uusinta linjasaneerauksen yhteydessä
- Yleiset tilat tarkastellaan linjasaneerauksen yhteydessä
- Lämmönsiirtimen ja paljetasaimien uusiminen
- Vesi- ja viemärijärjestelmä uusitaan linjasaneerauksen yhteydessä
- Ilmanvaihtokorjauksia linjasaneerauksen yhteydessä
- Sähkö- ja tietojärjestelmä, runkojärjestelmän uusinta linjasaneerauksen yhteydessä","TALOYHTIÖSSÄ: 2019-2020 Poisto/tuloilmakanavien puhdistus ja ilmamäärien säätötyöt
2018-2019 Huoneistojen ovien muuttaminen Kaso turvaoviksi ja lukkojen iLOG lukoiksi
2018 Pohjaviemäreiden sukitus
2017 Yleisten tilojen ovien muuttaminen turvaoviksi
2016-2017 Hissien uusiminen
2016 Yleisten tilojen maalausta
2014-2016 Kansi III hanke
2015 K2 ja K3 kerrosaulojen maalaus
2014 Asbestikartoitus ja kellarikerrosten asbestipitoisten materiaalien poisto
2014 C-talon vesikaton uusinta
2013 Hätäpoistumisteiden valaistus
2013 Pelastussuunnitelman laadinta
2013 Bauer-järjestelmä lämmityskiertoon
2013 Kattoturvajärjestelmän asennus
2013 Julkisivusaumauksen uusinta
2013 B-talon vesikaton uusinta
2012 Ilmanvaihdon selvitys
2012 Kiinnityspisteiden asennus vesikatolle
2012 A-talon lämmityksen säätö
2012 B-talon länsi- ja itäsivun julkisivusaumaus
2012 A-ja B-talon kaukolämpö- ja vesijohtojen uusinta
2012 A-talon vesikaton uusinta
2011 B- ja C-talojen runkovesijohtojen uusinta
2011 Hissien nostokoneistojen uusinta
2011 Sähkölaitteistojen kuntotutkimus
2011 Putkiston laajennettu kuntotutkimus
2011 Valaistuksen toiminnan parannus
2011 Talojen B- ja C yleisten tilojen lukitus
2011 Vesikatoille kiinnityspisteiden asennus
2011 A-talon vesikaton uusinnan hankesuunnittelu
2011 Parvekeovien ja ikkunoiden korjaus
2009 IV-järjestelmien korjaukset
2009-2010 Julkisivukorjaus
2008 IV-järjestelmien puhdistus
2008 Kiinteistöautomaattien uusiminen
2007 Pohjoispäädyn ikkunoiden uusinta, talon sisäpuolisten sadevesiviemärin saneeraus
2006 Elementtisaumojen uusinta, julkisivujen hankesuunnitelma
2005 B- ja C-talojen saunojen saneeraus, KIII tason pohjaviemäreiden tarkastuskaivojen puhdistustyöt, PTS:n päivitys
2004 Vesikattojen kunnostusta B- ja C-taloissa. K1-tason julkisivurakenteiden kunnostus, pelastustoimialan edellyttämiä muutoksia mm. poistumisteiden osalta, ilmanvaihtojärjestelmä saneeraus C-talossa.
2003-2004 Merihaan kansialueen peruskorjaus
2003 B-talon ilmanvaihtojärjestelmän peruskorjaus
2002 A-talon saunaosasto kunnostettu, C-talon kerhohuone kunnostettiin, A-talon ilmanvaihdon peruskorjaus
2001 A-talon patteriverkoston perussäätö ja patteriventtiilien uusiminen
2000 Kylpyhuoneiden (140kpl) vesieristeiden uusiminen
1999 B- ja C-taloissa hissien saneeraus, kylpyhuoneiden (90kpl) vesieristeiden uusiminen, C-talon patteriventtiilien uusiminen ja verkoston säätö
1998 Eteläpäätyjen sisäpuolisten ikkunaseinien kosteusvauriot, kylpyhuoneiden (126kpl) vesieristeet uusittu, B-talon lämmönsiirtimen ja patteriventtiilien uusiminen ja verkoston säätö, A-talon hissien saneeraus
1997 Ikkunaremontti eteläpäädyt, A- ja C-talot lämmönsiirtimet, ilmastointihormien nuohous, kylpyhuoneiden vesieristeet (84kpl)",60.179246,24.96082,"60.179246, 24.96082",17.0
2023-03-02,21184916.0,Espoo,Vermonniitty,"Anna Ahlstenin katu 6 B 99, 02600 Espoo",Uusi,Omistus,Kyllä,Vuokralla,,389600.0,723.85,480.25,243.6,,56.5,3.0,8.0,8.0,Kyllä,Kyllä,,2023.0,B2018,53.0,,,60.212985,24.827897,"60.212985, 24.827897",36.0
2023-03-02,1340150.0,Espoo,Kivenlahti,"Marinkallio 18 A 17, 02320 Espoo",Uusi,Omistus,Kyllä,Valinnainen vuokratontti,38709.0,338200.0,997.21,229.5,767.71,165.75,51.0,2.0,4.0,8.0,Kyllä,Ei,,2022.0,B2018,35.0,,Taloyhtiö on uusi,60.157706,24.624026,"60.157706, 24.624026",45.0
2023-03-02,1340145.0,Espoo,Kivenlahti,"Marinkallio 18 A 13, 02320 Espoo",Uusi,Omistus,Kyllä,Valinnainen vuokratontti,25047.0,250500.0,717.14,148.5,568.64,107.25,33.0,1.0,3.0,8.0,Kyllä,Ei,,2022.0,B2018,35.0,,Taloyhtiö on uusi,60.157706,24.624026,"60.157706, 24.624026",45.0
2023-03-02,,Helsinki,Oulunkylä,"Larin Kyöstin polku 4 B 43, 00650 Helsinki",Uusi,Omistus,Kyllä,Oma,,251100.0,,170.78,1296.18,,34.5,1.0,3.0,4.0,Kyllä,Ei,,2024.0,A,,,,60.229402,24.971029,"60.229402, 24.971029",19.0
2023-03-02,65574.0,Helsinki,Itä-pasila,"Ratamestarinkatu 13 A, 00520 Helsinki",Hyvä,Omistus,Ei,Vuokralla,,265000.0,299.45,248.6,,,56.5,2.0,2.0,12.0,Kyllä,Ei,,1977.0,"Energialuokka: F2013, Energiatodistuksen voimassaoloaika: 20.12.2024",,"Taloyhtiön hallitus on tilannut suunnittelun parvekeovien ja suurikokoisten parvekeikkunoiden uusimisesta sekä parveketaustaseinän peruskorjauksesta. Loppuvuonna 2020 tehty putkiston kuntotutkimus sisältää seuraavan tiedon: Käyttövesijohdoille ei ole kiireellistä uusimistarvetta. Huomioiden sinkityissä kylmävesijohdoissa kellari- ja 1. kerroksissa paikoin esiintyvät voimakkaammat syöpymät ja runsaammat sakkaumat sekä ylipäätään vesijohtojen ikääntymisen myötä lisääntyvät riskit putkistovuodoille muualla vesijohtoverkostossa (kuten esim. lämminkiertovesijohdoissa), on hankesuunnittelu ja sen myötä tekninen suunnittelu vesijohtojen kokonaisvaltaisille uusimisille varauduttava käynnistämään noin 3 - 5 vuoden kuluttua. Uusimisten toteutus tulisi siten ajankohtaiseksi arviolta noin 6 - 8 vuoden kuluttua.

Taloyhtiön hallitus on tilannut suunnittelun parvekeovien ja suurikokoisten parvekeikkunoiden uusimisesta sekä parveketaustaseinän peruskorjauksesta. Työn kustannuksista ei ole vielä selvyyttä. Työn suunnittelu on meneillään. Kulut on kaavailtu rahoitettavaksi osin korjausvastikkeen avulla, ja jos tarpeen, korjausvastikkeella voidaan myös lyhentää tarvittaessa otettavaa hoitolainaa. Varsinaisen rahoituspäätöksen ja lainavaltuuspäätökset tekee kuitenkin aikanaan yhtiökokous.","Parvekkeiden pintakorjaus 1993,  Asuntojen ikkunat uusittu 1995 - 1998,  Elementtisaumat uusittu 1997,  Päiväkodin ikkunoiden ulkopuitteet uusittu 1999,  Taloautomatiikan ohjauskeskus uusittu 1999,  Lämmönsiirtimet uusittu 2000,  Kylpyhuoneiden lattioiden vesieristyksen uusimisia 2000,  Kylpyhuoneiden vesieristeuusintoja 2001,  Saunojen löylyhuoneiden uusiminen 2001,  Pihakansi uusittu 2004,  Vesikatto uusittu 2004,  Sisäilmasto- ja kosteustekninen kuntotutkimus 2005,  Patteriventtiilien vaihto 2005,  Julkisivun ja liikehuoneiston ikkunoiden kuntokartoitus 2005,  Pihan metallirakenteiden maalaus 2005,  Lämmityksen tasapainotus 2005,  Ikkunoiden ja parvekeovien kuntokartoitus 2005,  Sisäilmasto- ja kosteustekninen kuntotutkimus 2005,  Ikkunoiden ja parvekeovien kuntokartoitus 2005,  Julkisivun ja liikehuoneiston ikkunoiden kuntokartoitus 2005,  Julkisivujen ja parvekkeiden peruskorjaus 2008,  Märkätilojen kuntokartoitus 2009,  Energiakatselmus 2009,  Hissien peruskorjaus 2010,  Ilmanvaihto- ja lämmöntalteenottourakka 2013,  Parvekelasitusten huoltokorjauskierros 2014,  Lukituksen uusinta 2014,  Kahden saunaosaston remontointi 2017,  Viemärien painehuuhtelu 2018,  Julkisivusaumausten uusiminen 2018,  Sähköautojen latauspaikat 6 kpl 2019,  Porrashuoneiden valaistuksen uusiminen 2019,  Putkiston kuntotutkimus 2020,  Lämmönjakohuoneen laajennus, kaukolämpölaitteistojen uusinta 2021",60.202214,24.938931,"60.202214, 24.938931",18.0
2023-03-02,21649929.0,Helsinki,Oulunkylä,"Veräjä 8 A, 00650 Helsinki",Hyvä,Omistus,Ei,Oma,,385000.0,903.78,269.1,634.68,,58.5,3.0,5.0,5.0,Kyllä,Kyllä,,2020.0,B2018,30.0,Asunto Oy Ogelin Verso I on valmistunut 11/2020 ja seuraavan viiden vuoden aikana suoritetaan normaaleja huolto- ja kunnossapitotoimia.,"TALOYHTIÖSSÄ: Vuositakuukorjauksia, kohde valmistunut 11/2020.",60.231406,24.973433,"60.231406, 24.973433",22.0
2023-03-02,20344448.0,Helsinki,Malminkartano,"Vellikellonpolku 2 A, 00410 Helsinki",Tyydyttävä,Omistus,Ei,Vuokralla,,169000.0,346.98,304.2,42.78,,58.5,2.0,2.0,4.0,Kyllä,Kyllä,,1986.0,E2018,51.0,"2022:
Huonokuntoisten kylpyhuoneiden saneeraus 3 kpl
Salaojien toteutussuunnittelu
Selvitys maalämpöön liittymisestä
2023:
Ikkunoiden ja parvekeovien huoltomaalaus, tiivisteet, liittymäsaumat, helojen kunnostus, korvausilmaventtileiden asennus
Ilmanvaihdon puhdistus ja säätö
Salaojakunnostukset sekä alapohjan kunnostus A,B ja C portaat
Sähköautojen latausvalmiuden toteutus talon päädyn autopaikoille
2024:
Piha-alueiden kunnostuksen toteutus
Putkiston kuntotutkimus
2025:
Ei suunniteltuja remontteja.
2026:
Viemäreiden huuhtelu","TALOYHTIÖSSÄ: 1988 HTV-kaapelointi
1994 Ilmanvaihtokanavien puhdistus
1994 Elementti- ja ikkunasaumojen uusiminen
1997 Patteritermostaattien ja linjasäätöventtiilien uusinta
2000 Kiinteistön parveke- ja julkisivuremontti
2000 Ylempien parvekkeiden kattaminen
2001 Pihavaraston lattian korotus ja ovien uusiminen
2001 Lukkojen sarjoittaminen
2002 Leikkipaikkojen kunnostus
2002 Pihavaraston korjaus
2003 Pystyviemäreiden huuhtelu ja keittiön vaakaviemäreiden painehuuhtelu
2004 Ilmanvaihtokanavien puhdistus
2005 Porraspystyikkunat
2007 Piha-alueen sisääntulon asfaltointi ja kiveysten korjaukset
2008 Porrashuoneiden ulko-ovet ja koodilukot
2008 Lämmönjakokeskuksen uusinta
2009 Kattopinnotteen ja vesikaton vesieristeiden uusinta
2010 Pyörävaraston, kuivaushuoneen, varastokomerotilan ja väestönsuojan ovien uusinta
2011 Asuntojen A 3 ja C 23 ulko-ovien uusinta
2011 Porrashuoneiden ovirakenteiden purku ja seinäpintojen korjaus
2011 Kerhohuoneen kunnostus
2012 Elementti- ja ikkunasaumat, ikkunoiden huoltomaalaus, tippalista tiilirivien ylä-puolelle (kolmen tiilirivin kohta elementissä), julkisivun pinnoitteen korjauks2012 Pihakaiteen ja portaan kaiteen asennus
2013 Kylpyhuoneiden korjauksia ja vesikalusteiden uusimisia
2014 Kylpyhuoneiden korjauksia ja vesikalusteiden uusimisia
2014 Kiinteälasisten parvekkeiden saumaukset
2015 Kylpyhuoneiden korjauksia ja vesikalusteiden uusimisia
2015 Ilmanvaihtokanavien puhdistus
2015 Polkupyörävaraston loppukunnostus
2015 Polkupyörävaraston ja roskiksen huopakatot
2015 Salaojitus ja painuman korjaus seinän vieressä
2015 Porraskäytävien sisääntulokatokset ja syöksytorvet
2016 Asuinhuoneistojen kylpyhuoneita ja vesikalusteita
2016 Ylimpien kerrosten parvekkeiden teräspalkkien ja kiinteälasisten parvekkeiden teräsrunkojen kunnostus
2016 Pysty- ja pohjaviemäreiden huuhtelu
2017 Taloyhtiön saunan ja pesuhuoneen kunnostus.
2017 patteriventtiilien vaihdon ja säädön suunnittelu
2018 Ylimpien kerrosten parvekeristikoiden kunnostus
2018 Porrashuoneiden kaikki pinnat, valaistus ja ilmoitustaulut
2018 Lukitus iLog järjestelmään
2018 Patteriventtiilien uusinta ja perussäätö 213 patteria ja 22 lämpölinjaa
2018 Asuntojen C24, D31, D31, F43 kylpyhuoneet ja vesikalusteet
2019 Talon päädyssä olevien seitsemän autopaikan lämpötolppien sähkökapasiteetin tutkiminen sähköautojen latausta varten
2020 Varastojen valaisimet muutettu LED-valaisimiksi
2020 Viemäreiden kannakoinnin ja kaatojen korjaus
2020 Asuntojen F 42 ja F 44 kylpyhuoneet ja vesikalusteet
2021 Ikkunoiden kuntotarkastus ja urakkakyselyt
2021 Alkuperäisten kylpyhuoneiden saneeraus C21, C22, F50 ja E36
2021 Salaojakorjauksen hankesuunnittelu",60.244646,24.86312,"60.244646, 24.86312",30.0
2023-03-02,1340218.0,Helsinki,Töyrynummi,"Soininkuja 17, 00740 Helsinki",Hyvä,Omistus,Ei,Oma,,264000.0,89.25,89.25,,,59.5,2.0,1.0,1.0,,Kyllä,,2007.0,D2018,6.0,"Hormien mahdollinen puhdistus, salaojien tarkastus ja pumppaamon tarkastus, sähkökytkentöjen tarkastus","Kiipeilyesteet seinätikkaisiin 2020, tiilikattojen sammaleen poisto ja suoja-aineen ruiskutus 2020, päävesi ja huoneistojen vesimittarien vaihto 2019, talojen maalaus 2019, asfaltointi 2017",60.266042,24.993894,"60.266042, 24.993894",34.0
2023-03-02,20617144.0,Helsinki,Kallio,"Kolmas linja 17 B, 00530 Helsinki",Hyvä,Omistus,Ei,Oma,,350000.0,273.0,273.0,0.0,,52.5,2.0,6.0,8.0,Kyllä,,,1962.0,E2013,88.0,"2021 (koronarajoitus huomioitava): Kuntoarvion laadinta, Ilmastoinnin toimivuuden korjaus, säätö ja puhdistus, Viemärihuuhtelu, 2021-2022: Saneerausaikaiset muut korjaukset, 2023-2024: Vesikaton kunnostus, 2025: Vss-tilan laitteiden kunnostus","lattian uusiminen, maalaustöitä, eteisen komerot uusittu, kunnollinen siivous TALOYHTIÖSSÄ: 2020: Kylpyhuoneiden kunnostus (huoneistot B42 ja B44), 2019: Automaatiokeskuksen lisäys, Paloilmoitinkeskuksen uusinta, 2017: Pesulakoneen uusinta, 2015: Pihasaneeraus, 2013: Julkisivu ja parvekkeiden saneeraus, Ikkunoiden ja parvekeovien uusinta, Jätehuoneen rakentaminen autotallitilaan, Saunatilojen saneeraus,  Irtaimistovarastojen rakentaminen kellaritiloihin, Pyöräsuojatilojen kunnostus, Porrashuoneiden kunnostus, Ilmanvaihtopoistopuhaltimien uusinta, kanavien puhdistus ja ilmamäärien säätö, Lämmönsiirtimen uusinta ja verkoston säätötyö, Kylpyhuoneiden saneeraus (huonokuntoiset kylpyhuoneet (24) uusittiin ja hyväkuntoisissa tehtiin linjasaneerauksen edellyttämät työt), Vesi- ja viemäri- sekä sähkönousujen saneeraus",60.182933,24.948218,"60.182933, 24.948218",13.0
2023-03-02,65982.0,Vantaa,Hakunila,"Raudikkokuja 1 A 53, 01200 Vantaa",Uusi,Omistus,Kyllä,Vuokralla,,163900.0,283.5,200.6,82.9,,34.0,2.0,7.0,9.0,Kyllä,,,2022.0,B2018,,,,60.277326,25.105663,"60.277326, 25.105663",38.0
2023-03-02,65977.0,Vantaa,Hakunila,"Raudikkokuja 1 B 147, 01200 Vantaa",Uusi,Omistus,Kyllä,Vuokralla,,174900.0,277.68,188.8,88.88,,32.0,2.0,9.0,9.0,Kyllä,,,2023.0,B2018,,,,60.277326,25.105663,"60.277326, 25.105663",38.0
2023-03-02,21461925.0,Vantaa,Asola,"Norkkokuja 3 A, 01360 Vantaa",Tyydyttävä,Omistus,Ei,Oma,,159000.0,282.98,222.95,60.03,,57.0,2.0,1.0,6.0,Kyllä,,,1987.0,D2018,53.0,"
Nämä ovat päätettyjä asioit: kunnossapitotarveselvityksen mukaan: Esitetty 19.05.2022 yhtiökokouksessa, kunnossapitotarve yhtiökokousta seuraavien viiden vuoden aikana. Julkisivujen saneeraus, kustannusarvio korjauksille on 1,3-1,5 milj.euroa. 

Varsinaisessa yhtiökokouksessa 19.5.2022 päätettiin julkisivututkimuksen hankesuunnitelma siirtää tehtäväksi tilikaudella 2023. 

Parvekkeiden saneeraus Jätekatoksen ehostus Tämä on asunto-osakeyhtiölain 6 luvun 3§:n tarkoittama hallituksen kunnossapitotarveselvitys, josta ilmenee seuraavan viiden vuoden kunnossapitotarve. Kunnossapitotarve vaikuttaa olennaisesti osakehuoneiston käyttämiseen, yhtiövastikkeeseen tai muihin osakehuoneiston käytöstä aiheutuviin menoihin. Yhtiökokous merkitsee hallituksen selvityksen tiedoksi. Käynnistettävien toimenpiteiden suunnittelusta, toteutuksesta ja rahoituksesta päätetään yhtiökokouksessa erikseen. 

Eli kaikkea listassa olevaa ei välttämättä toteuteta ja listan ulkopuolisiakin asioita voidaan toteuttaa. Asiat päätetään yhtiökokouksessa, jossa tuleva ostaja on äänestämässä myös.","TALOYHTIÖSSÄ: 2021/ A-rapun eteläpäädyn julkisivun saumaus
2021/ Paikoitusalueen perusparannus ja sähköistys
2020/ Takapihan ovien ja vilpoloiden lippojen korjaus
2020/ Autopaikoitusalueen sähköistyksen uusiminen
2019/ Hissien ehostus
2018/ Pysty-, pohja- ja tonttiviemäreiden painehuuhtelu (ei as. haaroja)
2018/ Ilmanvaihtokanavien puhdistus ja säätö
2018/ Porrashuoneremontti ja huoneisto-ovien ja lukituksen uusiminen
2017/ Parvekeovien ja ikkunoiden uusinta
2016/ Parvekkeiden kuntotutkimus
2015/ Päätyjulkisivujen impregnointi
2014/ Elementtisaumojen uusiminen
2013/ Lämmitysverkoston säätö ja venttiilien vaihdot
2012/ Kuntoarvio
2010/ Julkisivun kuntotutkimus
2009/ A -portaan päädyn elementtisaumat uusittu
2009/ Vesikaton kunnostus
2007/ Ilmanvaihdon puhdistus ja säädön tasapainotus
2007/ Lämmönsiirtimen uusiminen
2006/ Reuna- ja myrskypellit uusittu
2005/ Vesikaton kuntotutkimus
2004/ Kylpyhuoneiden korjaus
2003/ Kylpyhuoneiden kuntotutkimus ja korjaussuunnitelma
2001/ Piha-alueen kiveystyöt
2000/ Piha-alueen vihertyöt
1999–2000/ Saunaosaston korjaustyöt
1999/ Parvekkeiden peruskorjaustyöt
1999/ Parvekeovien ja ikkunoiden maalaustyöt
1999/ Julkisivuikkunoiden maalaustyöt
1999/ Rappukäytävien ulko-ovien maalaustyöt
1999/ Julkisivujen elementtisaumojen uusintatyöt",60.323593,25.053752,"60.323593, 25.053752",37.0
